Value
719.6876330220798
721.649127418189
723.4326454070836
725.0509852357125
726.5159029044797
727.8343946105599
729.0204933293887
730.0771736915251
731.0152073879123
731.8428301891558
732.5660239621408
733.1919819849227
733.7165826901759
734.1660243600475
734.5288329229526
734.820334771251
735.0380769917606
735.1902412224774
735.2756485770744
735.3010182140131
735.2794633766068
735.1853420347861
735.0506191001521
734.8756671189325
734.6417828863177
734.3729068401186
734.0642923507289
733.7181833537379
733.3366944207474
732.9218173110544
732.4754288661586
731.9992988643835
731.4950966984213
730.9706712623213
730.4148731745345
729.8354755606888
729.2277912762963
728.6111211059206
727.9627407385135
727.3015880487401
