Value
730.7858859860349
731.5631352746819
732.0991153190628
732.56886989388
733.0228347089862
733.4848037188013
733.8943369635722
734.2257262927592
734.5046754088487
734.7615077147816
734.9256394640004
735.0617263276727
735.192669171273
735.2673943448128
735.2967427786837
735.302707176475
735.2665627727201
735.2086701036428
735.1184841199803
734.993479562042
734.841067070551
734.6776038570238
734.4856878202205
734.2643823391994
734.0055905145807
733.7384634561572
733.4508998500016
733.1912598148638
732.8612718128022
732.5251132763422
732.1779203275885
731.8776594679084
731.4001823458311
731.1192849811846
730.7235315570151
730.3159702217517
729.8957693853492
729.4670699823109
729.0262367143985
728.2272340091724
