Value
-10863.980660929948
-5488.093949770915
-3131.2157082450817
-1899.1322598971883
-1179.4759569259095
-725.7829039046828
-424.04980094241756
-213.1646589194056
-62.21539055895454
48.82350333707822
132.48290589905946
196.6034996083313
246.13204650177096
284.8988685350212
315.50215206546727
339.791438724159
359.0789852057072
374.63195530068674
386.97226939507607
396.7980206040953
404.5797362570185
410.6796686349038
415.39714509572843
418.9656467963871
421.5765430568197
423.3855687468227
424.52124095024243
425.087842047716
425.1720805502673
424.84936855092474
424.17966945162465
423.21456678257266
421.9980737538605
420.56652976505563
418.95188418289695
417.1823672840003
415.27789539970775
413.26250481725094
411.1479786425963
408.9571314318428
