Value
372.87301833693937
376.51744947909134
379.78487981192035
382.64347805394283
385.5476612219528
388.35618102578
390.17320942489584
393.3295202822824
396.9140802709067
399.66985028671945
402.32829511074067
404.8297770619748
407.31127705829016
409.81341183874844
412.1716896588605
414.23092370695565
416.43802522181943
418.27619719440213
419.9734754644008
421.405729427696
422.4048808671166
423.7471041187857
424.44664360729
424.9878902025412
425.1882813617089
425.08607758731847
424.67210994154135
423.9534864739818
422.92459747215827
421.70633210209314
420.06160868775305
418.2474420592943
415.8486867794872
413.5069142759535
410.94609062936127
408.193054406191
405.0754697378661
401.85443315031443
398.31550629353035
393.85104197357356
