i,j
170,16
171,16
172,16
173,16
174,16
179,16
181,16
182,16
183,16
185,16
186,16
187,16
189,16
190,16
195,16
196,16
197,16
199,16
1,15
2,15
3,15
4,15
5,15
7,15
9,15
11,15
12,15
21,15
22,15
24,15
26,15
29,15
33,15
34,15
35,15
36,15
37,15
38,15
40,15
42,15
43,15
44,15
47,15
51,15
52,15
53,15
60,15
61,15
62,15
64,15
66,15
68,15
73,15
76,15
77,15
78,15
122,15
126,15
128,15
131,15
133,15
136,15
138,15
139,15
140,15
141,15
143,15
147,15
149,15
151,15
154,15
156,15
158,15
161,15
163,15
166,15
167,15
168,15
170,15
171,15
172,15
173,15
174,15
175,15
176,15
177,15
179,15
180,15
181,15
184,15
191,15
193,15
198,15
1,14
2,14
3,14
4,14
5,14
7,14
8,14
12,14
16,14
20,14
22,14
23,14
25,14
29,14
30,14
31,14
39,14
41,14
48,14
50,14
51,14
54,14
56,14
57,14
58,14
59,14
60,14
63,14
64,14
65,14
67,14
68,14
69,14
70,14
74,14
75,14
77,14
78,14
79,14
121,14
122,14
124,14
125,14
127,14
131,14
132,14
133,14
135,14
136,14
137,14
138,14
139,14
143,14
144,14
147,14
148,14
151,14
152,14
154,14
158,14
166,14
167,14
168,14
176,14
180,14
181,14
183,14
185,14
189,14
191,14
192,14
194,14
195,14
198,14
200,14
1,13
6,13
10,13
11,13
12,13
14,13
15,13
16,13
20,13
22,13
24,13
28,13
30,13
32,13
33,13
34,13
37,13
38,13
39,13
40,13
42,13
46,13
48,13
50,13
51,13
52,13
53,13
56,13
61,13
63,13
67,13
68,13
69,13
73,13
74,13
77,13
121,13
122,13
124,13
125,13
129,13
132,13
136,13
140,13
142,13
145,13
146,13
147,13
148,13
149,13
154,13
155,13
157,13
158,13
159,13
160,13
161,13
162,13
163,13
164,13
165,13
169,13
170,13
171,13
173,13
178,13
180,13
184,13
185,13
186,13
189,13
191,13
192,13
193,13
197,13
1,12
5,12
6,12
7,12
8,12
9,12
10,12
11,12
12,12
13,12
16,12
17,12
21,12
22,12
24,12
27,12
28,12
29,12
32,12
33,12
36,12
37,12
38,12
39,12
40,12
41,12
43,12
44,12
46,12
47,12
49,12
50,12
51,12
52,12
53,12
55,12
56,12
57,12
60,12
61,12
62,12
67,12
77,12
78,12
122,12
123,12
127,12
128,12
129,12
130,12
131,12
132,12
136,12
137,12
138,12
139,12
142,12
145,12
146,12
153,12
155,12
156,12
162,12
163,12
166,12
168,12
169,12
172,12
174,12
177,12
178,12
179,12
182,12
184,12
187,12
189,12
190,12
192,12
193,12
194,12
195,12
196,12
197,12
198,12
200,12
2,11
3,11
4,11
9,11
13,11
14,11
15,11
17,11
18,11
19,11
21,11
23,11
24,11
25,11
26,11
27,11
28,11
29,11
30,11
32,11
35,11
36,11
37,11
39,11
41,11
42,11
44,11
45,11
47,11
52,11
53,11
54,11
55,11
56,11
57,11
58,11
63,11
64,11
65,11
67,11
68,11
69,11
71,11
73,11
75,11
76,11
121,11
127,11
134,11
135,11
138,11
139,11
144,11
146,11
148,11
149,11
150,11
151,11
154,11
156,11
159,11
160,11
163,11
164,11
166,11
169,11
170,11
171,11
172,11
176,11
179,11
183,11
187,11
188,11
191,11
192,11
196,11
198,11
199,11
200,11
3,10
5,10
11,10
14,10
18,10
19,10
21,10
25,10
26,10
28,10
29,10
33,10
36,10
38,10
39,10
40,10
41,10
44,10
45,10
46,10
48,10
49,10
52,10
53,10
55,10
57,10
58,10
60,10
62,10
63,10
64,10
65,10
71,10
72,10
74,10
75,10
76,10
77,10
124,10
125,10
126,10
127,10
130,10
134,10
138,10
141,10
143,10
145,10
146,10
148,10
150,10
151,10
153,10
154,10
160,10
162,10
163,10
166,10
167,10
170,10
171,10
174,10
175,10
178,10
179,10
180,10
182,10
183,10
184,10
185,10
187,10
189,10
192,10
193,10
196,10
197,10
200,10
1,9
2,9
4,9
5,9
6,9
8,9
9,9
12,9
13,9
15,9
18,9
25,9
28,9
29,9
30,9
31,9
35,9
36,9
38,9
40,9
42,9
43,9
44,9
45,9
47,9
50,9
51,9
53,9
54,9
57,9
58,9
59,9
60,9
61,9
62,9
63,9
64,9
65,9
66,9
69,9
71,9
72,9
79,9
126,9
129,9
130,9
132,9
137,9
139,9
140,9
143,9
145,9
146,9
149,9
150,9
151,9
153,9
156,9
157,9
158,9
164,9
165,9
166,9
167,9
169,9
170,9
172,9
175,9
176,9
177,9
181,9
183,9
184,9
188,9
192,9
195,9
196,9
197,9
4,8
5,8
6,8
7,8
8,8
10,8
15,8
16,8
17,8
19,8
20,8
22,8
23,8
24,8
27,8
28,8
29,8
31,8
34,8
39,8
41,8
42,8
43,8
45,8
46,8
48,8
49,8
50,8
54,8
55,8
57,8
59,8
61,8
66,8
70,8
72,8
73,8
122,8
123,8
124,8
125,8
126,8
128,8
130,8
132,8
134,8
135,8
137,8
138,8
141,8
142,8
143,8
145,8
147,8
149,8
150,8
152,8
155,8
157,8
160,8
168,8
169,8
174,8
175,8
177,8
178,8
179,8
182,8
183,8
185,8
186,8
188,8
189,8
190,8
191,8
193,8
194,8
195,8
197,8
198,8
200,8
2,7
4,7
5,7
6,7
7,7
9,7
10,7
13,7
14,7
15,7
16,7
17,7
18,7
19,7
20,7
21,7
23,7
25,7
26,7
28,7
29,7
30,7
31,7
33,7
39,7
43,7
44,7
45,7
46,7
48,7
52,7
53,7
57,7
58,7
60,7
65,7
67,7
69,7
70,7
71,7
73,7
77,7
78,7
79,7
123,7
124,7
127,7
128,7
136,7
137,7
139,7
140,7
141,7
143,7
144,7
147,7
149,7
151,7
153,7
155,7
158,7
159,7
163,7
164,7
167,7
170,7
171,7
172,7
173,7
174,7
176,7
177,7
178,7
179,7
181,7
184,7
188,7
194,7
198,7
200,7
5,6
7,6
10,6
11,6
12,6
13,6
14,6
16,6
17,6
19,6
23,6
24,6
25,6
26,6
27,6
28,6
31,6
32,6
34,6
35,6
49,6
50,6
51,6
53,6
56,6
61,6
66,6
68,6
70,6
73,6
74,6
75,6
76,6
78,6
79,6
125,6
128,6
129,6
134,6
135,6
138,6
139,6
140,6
141,6
143,6
144,6
148,6
149,6
151,6
153,6
157,6
158,6
159,6
160,6
161,6
162,6
164,6
168,6
169,6
170,6
171,6
172,6
173,6
174,6
175,6
176,6
178,6
179,6
182,6
183,6
184,6
186,6
187,6
188,6
190,6
193,6
195,6
198,6
199,6
2,5
3,5
4,5
6,5
8,5
9,5
13,5
14,5
15,5
19,5
21,5
23,5
30,5
31,5
32,5
34,5
35,5
37,5
38,5
39,5
41,5
43,5
44,5
45,5
47,5
51,5
54,5
55,5
56,5
57,5
58,5
62,5
63,5
64,5
65,5
66,5
68,5
70,5
71,5
73,5
74,5
75,5
76,5
77,5
78,5
121,5
122,5
123,5
124,5
125,5
126,5
127,5
128,5
129,5
130,5
133,5
136,5
140,5
141,5
142,5
143,5
146,5
147,5
148,5
152,5
154,5
155,5
156,5
161,5
163,5
164,5
167,5
168,5
173,5
177,5
178,5
179,5
180,5
181,5
182,5
185,5
186,5
191,5
192,5
193,5
194,5
196,5
199,5
3,4
6,4
7,4
8,4
11,4
15,4
16,4
17,4
18,4
19,4
20,4
21,4
22,4
23,4
25,4
29,4
31,4
35,4
37,4
40,4
41,4
42,4
44,4
49,4
53,4
55,4
57,4
59,4
61,4
62,4
63,4
64,4
67,4
69,4
70,4
72,4
74,4
75,4
76,4
121,4
122,4
123,4
124,4
125,4
126,4
127,4
128,4
129,4
131,4
134,4
138,4
142,4
147,4
150,4
151,4
152,4
153,4
154,4
156,4
157,4
158,4
159,4
160,4
161,4
162,4
164,4
165,4
166,4
168,4
172,4
173,4
175,4
177,4
181,4
182,4
185,4
186,4
187,4
188,4
190,4
191,4
194,4
195,4
197,4
198,4
200,4
1,3
4,3
7,3
9,3
11,3
12,3
14,3
16,3
17,3
18,3
19,3
20,3
24,3
27,3
32,3
34,3
37,3
38,3
40,3
41,3
42,3
46,3
47,3
48,3
49,3
50,3
51,3
52,3
54,3
55,3
58,3
59,3
61,3
62,3
64,3
66,3
67,3
68,3
71,3
72,3
74,3
75,3
76,3
123,3
126,3
128,3
131,3
132,3
133,3
134,3
136,3
139,3
141,3
144,3
146,3
147,3
149,3
150,3
152,3
153,3
154,3
155,3
156,3
157,3
158,3
160,3
162,3
163,3
165,3
167,3
168,3
169,3
171,3
174,3
175,3
176,3
177,3
180,3
181,3
182,3
183,3
185,3
186,3
187,3
190,3
191,3
192,3
193,3
195,3
196,3
199,3
1,2
7,2
9,2
11,2
12,2
14,2
15,2
17,2
18,2
20,2
22,2
24,2
26,2
27,2
30,2
33,2
34,2
36,2
38,2
44,2
45,2
49,2
52,2
55,2
56,2
59,2
66,2
68,2
70,2
72,2
73,2
74,2
76,2
78,2
121,2
124,2
128,2
130,2
131,2
132,2
133,2
134,2
135,2
137,2
139,2
140,2
142,2
143,2
144,2
146,2
148,2
150,2
151,2
152,2
153,2
156,2
157,2
159,2
160,2
161,2
162,2
165,2
166,2
167,2
168,2
172,2
174,2
175,2
180,2
181,2
182,2
183,2
184,2
185,2
187,2
188,2
190,2
191,2
194,2
196,2
197,2
198,2
199,2
2,1
3,1
6,1
10,1
11,1
12,1
16,1
22,1
24,1
25,1
27,1
30,1
32,1
33,1
35,1
36,1
37,1
45,1
47,1
48,1
49,1
51,1
54,1
55,1
58,1
59,1
62,1
64,1
65,1
69,1
70,1
72,1
75,1
79,1
122,1
123,1
125,1
127,1
130,1
131,1
132,1
133,1
134,1
135,1
137,1
138,1
142,1
144,1
145,1
148,1
150,1
152,1
153,1
155,1
156,1
158,1
163,1
165,1
167,1
169,1
170,1
171,1
172,1
173,1
176,1
178,1
179,1
180,1
186,1
188,1
189,1
194,1
196,1
199,1
200,1
