i,j
23,16
25,16
26,16
27,16
28,16
30,16
31,16
34,16
35,16
37,16
39,16
43,16
44,16
46,16
47,16
48,16
49,16
51,16
53,16
54,16
56,16
57,16
58,16
60,16
63,16
65,16
68,16
70,16
71,16
75,16
76,16
79,16
80,16
81,16
84,16
87,16
129,16
132,16
133,16
135,16
137,16
141,16
142,16
144,16
147,16
148,16
149,16
150,16
151,16
152,16
153,16
154,16
155,16
156,16
157,16
160,16
161,16
163,16
165,16
166,16
168,16
170,16
172,16
173,16
175,16
178,16
182,16
183,16
184,16
187,16
191,16
193,16
195,16
196,16
197,16
200,16
1,15
3,15
4,15
5,15
7,15
9,15
12,15
13,15
14,15
17,15
20,15
21,15
22,15
25,15
26,15
27,15
28,15
30,15
35,15
36,15
39,15
40,15
42,15
43,15
45,15
46,15
48,15
50,15
51,15
57,15
59,15
60,15
64,15
65,15
66,15
67,15
68,15
71,15
73,15
126,15
127,15
128,15
131,15
132,15
133,15
134,15
135,15
138,15
139,15
141,15
142,15
144,15
146,15
147,15
148,15
149,15
150,15
153,15
156,15
158,15
159,15
160,15
162,15
164,15
166,15
167,15
169,15
173,15
175,15
176,15
177,15
187,15
188,15
189,15
192,15
193,15
194,15
196,15
197,15
200,15
1,14
2,14
3,14
7,14
8,14
9,14
13,14
16,14
17,14
20,14
21,14
24,14
26,14
27,14
31,14
33,14
34,14
36,14
37,14
40,14
41,14
42,14
44,14
46,14
48,14
54,14
59,14
60,14
64,14
65,14
72,14
75,14
79,14
80,14
83,14
127,14
128,14
131,14
132,14
135,14
136,14
139,14
140,14
143,14
147,14
150,14
151,14
152,14
154,14
158,14
160,14
161,14
165,14
166,14
171,14
173,14
177,14
179,14
180,14
181,14
182,14
189,14
195,14
196,14
197,14
199,14
200,14
1,13
2,13
7,13
8,13
10,13
12,13
13,13
14,13
23,13
24,13
25,13
26,13
28,13
29,13
30,13
32,13
36,13
41,13
42,13
43,13
44,13
47,13
49,13
54,13
56,13
58,13
59,13
67,13
70,13
73,13
75,13
79,13
81,13
88,13
124,13
132,13
135,13
136,13
137,13
138,13
139,13
141,13
143,13
144,13
147,13
148,13
150,13
157,13
158,13
165,13
167,13
170,13
171,13
172,13
175,13
176,13
177,13
179,13
180,13
182,13
183,13
184,13
187,13
189,13
193,13
194,13
196,13
199,13
1,12
5,12
6,12
8,12
9,12
13,12
18,12
19,12
20,12
22,12
27,12
28,12
29,12
30,12
31,12
34,12
37,12
39,12
41,12
42,12
43,12
44,12
45,12
46,12
47,12
50,12
56,12
57,12
58,12
59,12
60,12
61,12
62,12
65,12
66,12
67,12
68,12
74,12
75,12
81,12
82,12
83,12
85,12
121,12
122,12
129,12
130,12
132,12
133,12
135,12
136,12
139,12
140,12
141,12
142,12
143,12
144,12
148,12
149,12
152,12
158,12
159,12
161,12
162,12
163,12
165,12
166,12
167,12
172,12
173,12
174,12
176,12
178,12
183,12
185,12
186,12
188,12
189,12
190,12
191,12
192,12
193,12
194,12
196,12
197,12
200,12
4,11
5,11
8,11
9,11
10,11
13,11
14,11
24,11
25,11
27,11
30,11
32,11
36,11
37,11
45,11
46,11
47,11
48,11
50,11
52,11
55,11
56,11
57,11
58,11
62,11
63,11
64,11
66,11
70,11
72,11
73,11
86,11
123,11
127,11
131,11
134,11
136,11
137,11
138,11
140,11
142,11
144,11
148,11
149,11
150,11
151,11
155,11
156,11
158,11
159,11
160,11
162,11
163,11
164,11
165,11
166,11
170,11
171,11
172,11
173,11
174,11
176,11
177,11
178,11
181,11
182,11
184,11
187,11
188,11
190,11
193,11
194,11
195,11
196,11
198,11
1,10
4,10
6,10
8,10
9,10
10,10
12,10
14,10
16,10
17,10
18,10
19,10
21,10
22,10
23,10
25,10
26,10
28,10
29,10
30,10
33,10
34,10
35,10
38,10
39,10
42,10
43,10
44,10
46,10
51,10
52,10
55,10
56,10
57,10
58,10
59,10
60,10
64,10
66,10
67,10
68,10
72,10
73,10
74,10
77,10
79,10
80,10
121,10
125,10
126,10
128,10
131,10
133,10
136,10
139,10
141,10
144,10
146,10
147,10
148,10
149,10
151,10
155,10
164,10
166,10
167,10
168,10
169,10
170,10
171,10
173,10
174,10
176,10
179,10
180,10
181,10
182,10
183,10
187,10
188,10
189,10
190,10
192,10
194,10
197,10
1,9
3,9
4,9
5,9
6,9
9,9
13,9
18,9
20,9
21,9
23,9
25,9
27,9
28,9
30,9
31,9
33,9
34,9
35,9
38,9
40,9
41,9
42,9
46,9
48,9
50,9
52,9
56,9
57,9
58,9
60,9
62,9
64,9
65,9
69,9
70,9
71,9
74,9
76,9
77,9
79,9
82,9
84,9
85,9
86,9
87,9
121,9
128,9
133,9
136,9
137,9
138,9
140,9
142,9
144,9
148,9
150,9
154,9
156,9
159,9
161,9
162,9
165,9
169,9
170,9
171,9
172,9
173,9
175,9
176,9
177,9
178,9
183,9
185,9
189,9
192,9
193,9
198,9
200,9
2,8
8,8
13,8
14,8
18,8
19,8
20,8
21,8
22,8
23,8
24,8
25,8
26,8
27,8
34,8
36,8
38,8
43,8
44,8
48,8
51,8
54,8
56,8
57,8
59,8
61,8
62,8
65,8
66,8
68,8
70,8
77,8
78,8
79,8
83,8
126,8
128,8
132,8
133,8
136,8
137,8
139,8
142,8
143,8
144,8
145,8
146,8
147,8
149,8
150,8
151,8
158,8
159,8
160,8
167,8
168,8
170,8
171,8
173,8
174,8
175,8
176,8
177,8
179,8
181,8
184,8
186,8
188,8
190,8
191,8
192,8
197,8
198,8
2,7
4,7
5,7
7,7
10,7
16,7
18,7
19,7
21,7
22,7
23,7
24,7
25,7
29,7
30,7
33,7
38,7
40,7
42,7
45,7
47,7
49,7
50,7
51,7
52,7
54,7
58,7
59,7
60,7
62,7
65,7
70,7
71,7
72,7
73,7
74,7
76,7
83,7
90,7
120,7
122,7
123,7
127,7
128,7
130,7
132,7
134,7
135,7
136,7
139,7
141,7
142,7
144,7
146,7
148,7
149,7
151,7
157,7
158,7
159,7
160,7
161,7
162,7
165,7
166,7
170,7
171,7
173,7
175,7
176,7
177,7
178,7
181,7
182,7
183,7
185,7
186,7
189,7
190,7
192,7
193,7
194,7
196,7
197,7
198,7
199,7
5,6
6,6
7,6
9,6
10,6
12,6
16,6
17,6
18,6
22,6
23,6
24,6
27,6
28,6
31,6
32,6
34,6
37,6
38,6
42,6
43,6
44,6
46,6
48,6
50,6
53,6
56,6
57,6
61,6
64,6
70,6
72,6
75,6
76,6
78,6
80,6
88,6
123,6
125,6
126,6
127,6
131,6
132,6
133,6
134,6
136,6
137,6
138,6
139,6
141,6
142,6
145,6
146,6
147,6
148,6
151,6
152,6
153,6
155,6
157,6
160,6
162,6
164,6
165,6
167,6
168,6
171,6
173,6
174,6
175,6
179,6
180,6
182,6
186,6
187,6
189,6
190,6
191,6
192,6
197,6
199,6
200,6
3,5
5,5
6,5
11,5
12,5
13,5
14,5
20,5
23,5
24,5
26,5
27,5
28,5
29,5
30,5
31,5
36,5
37,5
44,5
45,5
48,5
49,5
50,5
51,5
54,5
55,5
56,5
57,5
58,5
61,5
66,5
68,5
69,5
73,5
75,5
76,5
77,5
79,5
120,5
124,5
126,5
127,5
128,5
134,5
136,5
137,5
140,5
141,5
142,5
143,5
146,5
147,5
152,5
154,5
156,5
157,5
158,5
159,5
165,5
166,5
167,5
168,5
169,5
170,5
171,5
173,5
176,5
178,5
179,5
180,5
181,5
184,5
186,5
187,5
188,5
190,5
191,5
192,5
193,5
194,5
195,5
196,5
197,5
199,5
2,4
4,4
6,4
7,4
9,4
12,4
14,4
15,4
16,4
17,4
19,4
20,4
21,4
23,4
25,4
26,4
27,4
28,4
29,4
31,4
32,4
33,4
34,4
35,4
38,4
39,4
42,4
43,4
45,4
49,4
50,4
53,4
54,4
56,4
58,4
59,4
60,4
61,4
63,4
64,4
65,4
66,4
67,4
72,4
76,4
81,4
119,4
125,4
127,4
129,4
134,4
137,4
138,4
139,4
140,4
141,4
142,4
143,4
144,4
145,4
148,4
149,4
150,4
153,4
154,4
155,4
157,4
158,4
159,4
161,4
163,4
165,4
166,4
167,4
168,4
169,4
176,4
177,4
178,4
180,4
182,4
183,4
184,4
186,4
187,4
189,4
190,4
191,4
194,4
195,4
196,4
197,4
2,3
7,3
8,3
9,3
13,3
14,3
15,3
17,3
21,3
22,3
23,3
24,3
25,3
29,3
32,3
34,3
38,3
39,3
41,3
44,3
45,3
47,3
48,3
55,3
58,3
62,3
63,3
64,3
69,3
70,3
71,3
75,3
78,3
81,3
124,3
126,3
133,3
135,3
136,3
138,3
139,3
140,3
141,3
142,3
143,3
144,3
145,3
146,3
147,3
153,3
154,3
155,3
157,3
160,3
163,3
168,3
169,3
172,3
175,3
176,3
178,3
181,3
184,3
186,3
187,3
190,3
191,3
196,3
197,3
200,3
2,2
4,2
5,2
6,2
11,2
12,2
13,2
15,2
16,2
17,2
18,2
21,2
24,2
27,2
28,2
36,2
40,2
41,2
43,2
44,2
45,2
48,2
49,2
53,2
55,2
57,2
58,2
60,2
62,2
63,2
67,2
68,2
69,2
70,2
74,2
76,2
77,2
81,2
116,2
126,2
127,2
131,2
132,2
135,2
140,2
141,2
145,2
146,2
147,2
148,2
149,2
150,2
151,2
152,2
153,2
154,2
157,2
158,2
162,2
165,2
167,2
168,2
171,2
172,2
176,2
182,2
183,2
184,2
185,2
186,2
187,2
188,2
190,2
192,2
194,2
195,2
196,2
197,2
198,2
2,1
3,1
9,1
10,1
11,1
13,1
16,1
17,1
18,1
20,1
23,1
24,1
25,1
27,1
28,1
30,1
32,1
34,1
35,1
36,1
37,1
38,1
40,1
41,1
45,1
46,1
50,1
53,1
54,1
56,1
58,1
59,1
60,1
61,1
66,1
67,1
72,1
74,1
78,1
80,1
85,1
124,1
125,1
129,1
130,1
136,1
137,1
138,1
139,1
144,1
145,1
146,1
147,1
148,1
149,1
151,1
152,1
158,1
159,1
164,1
167,1
168,1
171,1
172,1
173,1
174,1
178,1
179,1
180,1
181,1
182,1
185,1
187,1
188,1
189,1
191,1
193,1
195,1
196,1
197,1
198,1
