Value
-2910.0934398082
-2908.313789946353
-2906.7720838148875
-2905.363301903901
-2904.111881551587
-2902.9277458167626
-2901.93097978963
-2901.005632867246
-2900.2243907911975
-2899.5308535035374
-2898.936964979806
-2898.43689665048
-2897.9839467997654
-2897.638333301404
-2897.4043277664673
-2897.224840889913
-2897.1116765927313
-2897.066173925497
-2897.078104709544
-2897.1465144888643
-2897.275339865783
-2897.440680337166
-2897.65910708745
-2897.934959662675
-2898.237819946646
-2898.5817462546174
-2898.982519924227
-2899.4071487833876
-2899.8568250213234
-2900.3621271367465
-2900.8975470167634
-2901.4356826313774
-2902.028070165251
-2902.667157784236
-2903.2772317330596
-2903.943873251471
-2904.665734672604
-2905.349997644782
-2906.0748289285643
-2906.8581392529895
