Value
-2916.0243559766586
-2913.9699735312647
-2912.087304572349
-2910.2563171170145
-2908.5486044212253
-2906.963219374137
-2905.459865942745
-2904.0838407823703
-2902.824798455838
-2901.6885114455094
-2900.6510771544326
-2899.7516876838863
-2898.9789144125157
-2898.333733764768
-2897.8190994583033
-2897.4370964738
-2897.188467885898
-2897.072787080704
-2897.091027649567
-2897.2466699573183
-2897.5289338165744
-2897.9613147573796
-2898.512482966432
-2899.1625145460866
-2899.9603073699523
-2901.053284729819
-2901.9211288126494
-2903.0856169080635
-2904.736154444983
-2905.729340258795
-2907.2003112305792
-2908.7822176077616
-2910.465593784359
-2912.2316393322253
-2914.2644781176896
-2916.04305917177
-2918.0668792693887
-2920.2210196326178
-2922.4281037870996
-2924.631646957288
