Value
-3749.271906593245
-3748.5103222455164
-3747.799136068532
-3747.19906532993
-3746.6660018142225
-3746.1764390957055
-3745.7734926392914
-3745.41718546171
-3745.1292179914594
-3744.895963939526
-3744.713973669562
-3744.5837996023934
-3744.497027988253
-3744.457058048606
-3744.4595999660473
-3744.502895554164
-3744.583897734276
-3744.6604484165055
-3744.817339489784
-3745.002466529717
-3745.218551730346
-3745.4660982567375
-3745.7431917558115
-3746.0484834708614
-3746.378955799382
-3746.7350155126537
-3747.1164146704564
-3747.519171869557
-3747.94071892275
-3748.3856768075993
-3748.853144210041
-3749.334057718818
-3749.8299807678254
-3750.3500466287387
-3750.8815329765953
-3751.430611958537
-3751.994371876271
-3752.572232501182
-3753.1643831839224
-3753.769115218348
