Value
-3817.2076649303085
-3789.832082414689
-3775.5160468034146
-3766.7557877718878
-3760.913628315837
-3756.7857472318155
-3753.7578107572112
-3751.479008687469
-3749.7298798520937
-3748.378676982635
-3747.330904163202
-3746.50429628181
-3745.871429493199
-3745.3851411821906
-3745.018524970886
-3744.7529671484754
-3744.5708938676885
-3744.4593560924404
-3744.4599485255653
-3744.457402142636
-3744.499602275814
-3744.574296709261
-3744.6822929807936
-3744.8196425705237
-3744.9801916078372
-3745.1541215194998
-3745.351492961888
-3745.5621509020843
-3745.7895584229145
-3746.0406771231515
-3746.2764750920164
-3746.523273714051
-3746.7959817448423
-3747.05634092867
-3747.2722934801177
-3747.5499418019713
-3747.8170511996086
-3748.103697717904
-3748.3926559522674
-3748.682793394859
